id,name,type,source,usage,img_src
material331,禁咒绘卷,角色与武器培养素材,普通怪物掉落 合成获得 60级以上丘丘萨满掉落,"{'宵宫': '天赋6→10', '赛诺': '天赋6→10', '可莉': '天赋6→10', '闲云': '天赋6→10', '七七': '天赋6→10', '阿贝多': '天赋6→10', '莱依拉': '天赋6→10', '芭芭拉': '天赋6→10', '狼的末路': '70/80级突破', '鹤鸣余音': '70/80级突破', '天空之脊': '70/80级突破', '苍古自由之誓': '70/80级突破', '宗室长弓': '70/80级突破', '暗巷闪光': '70/80级突破', '黑岩绯玉': '70/80级突破', '白辰之环': '70/80级突破', '西风秘典': '70/80级突破', '雨裁': '70/80级突破', '匣里灭辰': '70/80级突破', '落霞': '70/80级突破', '祭礼剑': '70/80级突破', '遗祀玉珑': '70/80级突破', '讨龙英杰谭': '70/80级突破', '旅行剑': '70/80级突破', '反曲弓': '70/80级突破'}",https://patchwiki.biligame.com/images/ys/thumb/2/25/lvr90de8ji5ucvh9neypl014e6usktj.png/60px-%E7%A6%81%E5%92%92%E7%BB%98%E5%8D%B7.png
material332,史莱姆原浆,角色与武器培养素材,普通怪物掉落 合成获得 60级以上史莱姆掉落,"{'温迪': '天赋6→10', '钟离': '天赋6→10', '魈': '天赋6→10', '荒泷一斗': '天赋6→10', '嘉明': '天赋6→10', '丽莎': '天赋6→10', '瑶瑶': '天赋6→10', '香菱': '天赋6→10', '天空之傲': '70/80级突破', '阿莫斯之弓': '70/80级突破', '护摩之杖': '70/80级突破', '四风原典': '70/80级突破', '天空之刃': '70/80级突破', '宗室大剑': '70/80级突破', '风信之锋': '70/80级突破', '衔珠海皇': '70/80级突破', '祭礼弓': '70/80级突破', '聊聊棒': '70/80级突破', '雪葬的星银': '70/80级突破', '万国诸海图谱': '70/80级突破', '暗巷猎手': '70/80级突破', '西风长枪': '70/80级突破', '笛剑': '70/80级突破', '黑剑': '70/80级突破', '黎明神剑': '70/80级突破', '白铁大剑': '70/80级突破', '神射手之誓': '70/80级突破', '魔导绪论': '70/80级突破'}",https://patchwiki.biligame.com/images/ys/thumb/6/6b/bxa3j85irrhea15xcrioou29bdl5j1t.png/60px-%E5%8F%B2%E8%8E%B1%E5%A7%86%E5%8E%9F%E6%B5%86.png
material333,原素花蜜,角色与武器培养素材,普通怪物掉落 合成获得 60级以上骗骗花掉落 (采集帮助： 骗骗花位置视频 ),"{'芙宁娜': '天赋6→10', '刻晴': '天赋6→10', '甘雨': '天赋6→10', '申鹤': '天赋6→10', '胡桃': '天赋6→10', '莫娜': '天赋6→10', '砂糖': '天赋6→10', '蓝砚': '天赋6→10', '早柚': '天赋6→10', '息灾': '70/80级突破', '柔灯挽歌': '70/80级突破', '匣里日月': '70/80级突破', '镇山之钉': '70/80级突破', '铁蜂刺': '70/80级突破', '忍冬之果': '70/80级突破', '西风猎弓': '70/80级突破', '决斗之枪': '70/80级突破', '峡湾长歌': '70/80级突破', '钟剑': '70/80级突破', '螭骨剑': '70/80级突破', '黑岩战弓': '70/80级突破', '风花之颂': '70/80级突破', '铁影阔剑': '70/80级突破', '钺矛': '70/80级突破'}",https://patchwiki.biligame.com/images/ys/thumb/e/e1/o33sft3l2be5bg6j8ud39xg22zb89wd.png/60px-%E5%8E%9F%E7%B4%A0%E8%8A%B1%E8%9C%9C.png
material334,尉官的徽记,角色与武器培养素材,普通怪物掉落 合成获得 60级以上先遣队掉落 60级以上债务处理人少量掉落 60级以上雷莹术士少量掉落 ( 债务处理人位置视频 雷萤术士位置视频 ) （推荐： 先遣队六兄弟位置 ）,"{'夜兰': '天赋6→10', '迪卢克': '天赋6→10', '林尼': '天赋6→10', '达达利亚': '天赋6→10', '阿蕾奇诺': '天赋6→10', '凝光': '天赋6→10', '罗莎莉亚': '天赋6→10', '米卡': '天赋6→10', '终末嗟叹之诗': '70/80级突破', '和璞鸢': '70/80级突破', '试作斩岩': '70/80级突破', '龙脊长枪': '70/80级突破', '黑岩斩刀': '70/80级突破', '西风大剑': '70/80级突破', '腐殖之剑': '70/80级突破', '宗室秘法录': '70/80级突破', '钢轮弓': '70/80级突破', '宗室猎枪': '70/80级突破', '贯月矢': '70/80级突破', '黑岩刺枪': '70/80级突破', '筑云': '70/80级突破', '飞天御剑': '70/80级突破', '甲级宝珏': '70/80级突破', '白缨枪': '70/80级突破'}",https://patchwiki.biligame.com/images/ys/thumb/7/7f/1i9ho2byazupmrg884f7i9uxvm37u7h.png/60px-%E5%B0%89%E5%AE%98%E7%9A%84%E5%BE%BD%E8%AE%B0.png
material335,历战的箭簇,角色与武器培养素材,普通怪物掉落 合成获得 60级以上射手类丘丘人掉落 ( 推荐位置：点击跳转视频 ),"{'塔利雅': '天赋6→10', '安柏': '天赋6→10', '菲谢尔': '天赋6→10', '迪奥娜': '天赋6→10', '柯莱': '天赋6→10', '天空之卷': '70/80级突破', '天空之翼': '70/80级突破', '飞雷之弦振': '70/80级突破', '风鹰剑': '70/80级突破', '静谧之曲': '70/80级突破', '苍翠猎弓': '70/80级突破', '千岩古剑': '70/80级突破', '黑岩长剑': '70/80级突破', '试作金珀': '70/80级突破', '破魔之弓': '70/80级突破', '罗网勾针': '70/80级突破', '掠食者': '70/80级突破', '祭礼大剑': '70/80级突破', '王下近侍': '70/80级突破', '绝弦': '70/80级突破', '西风剑': '70/80级突破', '千岩长枪': '70/80级突破', '冷刃': '70/80级突破', '沐浴龙血的剑': '70/80级突破', '鸦羽弓': '70/80级突破', '黑缨枪': '70/80级突破'}",https://patchwiki.biligame.com/images/ys/thumb/7/7e/objcsnnupiw86kpqs8syvp0soiigd0v.png/60px-%E5%8E%86%E6%88%98%E7%9A%84%E7%AE%AD%E7%B0%87.png
material336,攫金鸦印,角色与武器培养素材,普通怪物掉落 合成获得 60级以上盗宝团成员掉落 （盗宝团位置视频）,"{'风之寻宝罗盘': '炼金合成', '岩之寻宝罗盘': '炼金合成', '雷之寻宝罗盘': '炼金合成', '草之寻宝罗盘': '炼金合成', '水之寻宝罗盘': '炼金合成', '火之寻宝罗盘': '炼金合成', '枫原万叶': '天赋6→10', '托马': '天赋6→10', '班尼特': '天赋6→10', '鹿野院平藏': '天赋6→10', '辛焱': '天赋6→10', '北斗': '天赋6→10', '凯亚': '天赋6→10', '烟绯': '天赋6→10', '黎明破晓之史': '70/80级突破', '无工之剑': '70/80级突破', '磐岩结绿': '70/80级突破', '贯虹之槊': '70/80级突破', '试作澹月': '70/80级突破', '喜多院十文字': '70/80级突破', '祭礼残章': '70/80级突破', '暗巷的酒与诗': '70/80级突破', '流月针': '70/80级突破', '玛海菈的水色': '70/80级突破', '幽夜华尔兹': '70/80级突破', '降临之剑': '70/80级突破', '无垠蔚蓝之歌': '70/80级突破', '白影剑': '70/80级突破', '匣里龙吟': '70/80级突破', '飞天大御剑': '70/80级突破', '吃虎鱼刀': '70/80级突破', '信使': '70/80级突破', '翡玉法球': '70/80级突破'}",https://patchwiki.biligame.com/images/ys/thumb/c/c6/ozssvl85si32fc32jjyujlskhjaorg3.png/60px-%E6%94%AB%E9%87%91%E9%B8%A6%E5%8D%B0.png
material337,不祥的面具,角色与武器培养素材,普通怪物掉落 合成获得 60级以上丘丘人掉落 60级以上射手类丘丘人少量掉落 60级以上丘丘萨满人少量掉落 60级以上大体格丘丘人少量掉落,"{'琴': '天赋6→10', '优菈': '天赋6→10', '诺艾尔': '天赋6→10', '九条裟罗': '天赋6→10', '行秋': '天赋6→10', '云堇': '天赋6→10', '雷泽': '天赋6→10', '重云': '天赋6→10', '尘世之锁': '70/80级突破', '斫峰之刃': '70/80级突破', '松籁响起之时': '70/80级突破', '昭心': '70/80级突破', '狼牙': '70/80级突破', '辰砂之纺锤': '70/80级突破', '流浪乐章': '70/80级突破', '试作星镰': '70/80级突破', '宗室长剑': '70/80级突破', '试作古华': '70/80级突破', '木棉之环': '70/80级突破', '弓藏': '70/80级突破', '嘟嘟可故事集': '70/80级突破', '暗铁剑': '70/80级突破', '以理服人': '70/80级突破', '弹弓': '70/80级突破', '异世界行记': '70/80级突破'}",https://patchwiki.biligame.com/images/ys/thumb/f/f7/dn1o8zbdbk0jh6af7zo4kaqnivtm9u7.png/60px-%E4%B8%8D%E7%A5%A5%E7%9A%84%E9%9D%A2%E5%85%B7.png
material338,「乐园」的指引,角色天赋素材,合成获得 活动获得 珍珠纪行礼包获得 秘境获得 无光的深都 精通秘境：遗荫Ⅱ/Ⅲ/Ⅳ（无光的深都限时开启） 时间：周二/周五/周日,"{'乐园': '', '的哲学': '炼金合成', '奈芙尔': '天赋2→6', '爱诺': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/0/02/dliq7x82u28nuydi8a0zaz80pufaxeu.png/60px-%E3%80%8C%E4%B9%90%E5%9B%AD%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png
material339,「浪迹」的指引,角色天赋素材,合成获得 活动获得 珍珠纪行礼包获得 秘境获得 无光的深都 精通秘境：遗荫Ⅱ/Ⅲ/Ⅳ（无光的深都限时开启） 时间：周三/周六/周日,"{'覆巢': '', '的哲学': '炼金合成', '菲林斯': '天赋2→6', '雅珂达': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/1/1f/b58a04fkmmgi9nuyhwqkjpydzsv0tw7.png/60px-%E3%80%8C%E6%B5%AA%E8%BF%B9%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png
material340,「月光」的指引,角色天赋素材,合成获得 活动获得 珍珠纪行礼包获得 秘境获得 无光的深都 精通秘境：墟都Ⅱ/Ⅲ/Ⅳ（无光的深都限时开启） 时间：周一/周四/周日,"{'月光': '', '的哲学': '炼金合成', '菈乌玛': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/4/49/t0r83i4aksx7kqwshqw3k917bw0u7s3.png/60px-%E3%80%8C%E6%9C%88%E5%85%89%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png
material341,「焚燔」的指引,角色天赋素材,合成获得 活动获得 秘境获得 蕴火的幽墟 时间：周二/周五/周日 精通秘境：空华Ⅱ/Ⅲ/Ⅳ（蕴火的幽墟限时开启）,"{'焚燔': '', '的哲学': '炼金合成', '茜特菈莉': '天赋2→6', '基尼奇': '天赋2→6', '希诺宁': '天赋2→6', '欧洛伦': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/d/d1/jw6og40u4ock1n8zage7y0nizdb8dsy.png/60px-%E3%80%8C%E7%84%9A%E7%87%94%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png
material342,「纷争」的指引,角色天赋素材,合成获得 活动获得 秘境获得 蕴火的幽墟 时间：周三/周六/周日 精通秘境：旋复 Ⅱ/Ⅲ/Ⅳ（蕴火的幽墟限时开启）,"{'纷争': '', '的哲学': '炼金合成', '伊涅芙': '天赋2→6', '恰斯卡': '天赋2→6', '瓦雷莎': '天赋2→6', '卡齐娜': '天赋2→6', '伊法': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/0/03/lvdn2a5aywxkuaw4sr89azsvx8fprj5.png/60px-%E3%80%8C%E7%BA%B7%E4%BA%89%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png
material343,「角逐」的指引,角色天赋素材,合成获得 活动获得 秘境获得 蕴火的幽墟 时间：周一/周四/周日 精通秘境：转竟Ⅱ/Ⅲ/Ⅳ（蕴火的幽墟限时开启）,"{'角逐': '', '的哲学': '炼金合成', '丝柯克': '天赋2→6', '玛拉妮': '天赋2→6', '玛薇卡': '天赋2→6', '伊安珊': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/4/41/3h6h51tve7736aei5tjj25rw679k40q.png/60px-%E3%80%8C%E8%A7%92%E9%80%90%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png
material344,「正义」的指引,角色天赋素材,秘境获得 合成获得 苍白的遗荣 精通秘境:箴铭Ⅱ/Ⅲ/Ⅳ(苍白的遗荣限时开启) 时间：周二/周五/周日,"{'正义': '', '的哲学': '炼金合成', '旅行者': '水元素天赋2→3，5→6', '芙宁娜': '天赋2→6', '克洛琳德': '天赋2→6', '爱可菲': '天赋2→6', '夏洛蒂': '天赋2→6', '菲米尼': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/6/61/gfpifml02pewitdxk0s6us5maxfiuwq.png/60px-%E3%80%8C%E6%AD%A3%E4%B9%89%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png
material345,「公平」的指引,角色天赋素材,秘境获得 合成获得 苍白的遗荣 精通秘境:旋韵Ⅱ/Ⅲ/Ⅳ(苍白的遗荣限时开启) 时间：周一/周四/周日,"{'公平': '', '的哲学': '炼金合成', '旅行者': '水元素天赋4→5', '那维莱特': '天赋2→6', '娜维娅': '天赋2→6', '希格雯': '天赋2→6', '林尼': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/0/06/pc3thh54hng7fhijmfmsepto6sumet5.png/60px-%E3%80%8C%E5%85%AC%E5%B9%B3%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png
material346,「秩序」的指引,角色天赋素材,秘境获得 合成获得 苍白的遗荣 精通秘境:琅诵Ⅱ/Ⅲ/Ⅳ(苍白的遗荣限时开启) 时间：周三/周六/周日,"{'秩序': '', '的哲学': '炼金合成', '旅行者': '水元素天赋3→4', '莱欧斯利': '天赋2→6', '阿蕾奇诺': '天赋2→6', '艾梅莉埃': '天赋2→6', '夏沃蕾': '天赋2→6', '琳妮特': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/6/6d/5aa751d2vnrxn9oqcefne549kemyqn5.png/60px-%E3%80%8C%E7%A7%A9%E5%BA%8F%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png
material347,「笃行」的指引,角色天赋素材,活动获得 秘境获得 昏识塔 时间：周三/周六/周日 合成获得 精通秘境:律藏Ⅱ/Ⅲ/Ⅳ（昏识塔限时开启）,"{'笃行': '', '的哲学': '炼金合成', '旅行者': '草元素天赋3→4', '妮露': '天赋2→6', '迪希雅': '天赋2→6', '流浪者': '天赋2→6', '柯莱': '天赋2→6', '赛索斯': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/1/17/6m6apjw3e3a55wwz6lu9mp4uplbvkwl.png/60px-%E3%80%8C%E7%AC%83%E8%A1%8C%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png
material348,「巧思」的指引,角色天赋素材,活动获得 秘境获得 昏识塔 时间：周二/周五/周日 合成获得 精通秘境:妙语Ⅱ/Ⅲ/Ⅳ（昏识塔限时开启）,"{'巧思': '', '的哲学': '炼金合成', '旅行者': '草元素天赋2→3，5→6', '纳西妲': '天赋2→6', '艾尔海森': '天赋2→6', '多莉': '天赋2→6', '莱依拉': '天赋2→6', '卡维': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/b/bc/ku4ocvnrl671d63d91f8fhn2lyuujl2.png/60px-%E3%80%8C%E5%B7%A7%E6%80%9D%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png
material349,「诤言」的指引,角色天赋素材,活动获得 合成获得 秘境获得 昏识塔 时间：周一/周四/周日 精通秘境:圆镜Ⅱ/Ⅲ/Ⅳ（昏识塔限时开启）,"{'诤言': '', '的哲学': '炼金合成', '旅行者': '草元素天赋4→5', '提纳里': '天赋2→6', '赛诺': '天赋2→6', '坎蒂丝': '天赋2→6', '珐露珊': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/c/c6/6c7qp261fsmf683v4k1x6za935df47e.png/60px-%E3%80%8C%E8%AF%A4%E8%A8%80%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png
material350,「风雅」的指引,角色天赋素材,活动获得 合成获得 时间：周二/周五/周日 秘境获得 菫色之庭 精通秘境:初雷幽谷Ⅱ/Ⅲ/Ⅳ（菫色之庭限时开启）,"{'风雅': '', '的哲学': '炼金合成', '旅行者': '雷元素天赋2→3，5→6', '荒泷一斗': '天赋2→6', '神里绫人': '天赋2→6', '神里绫华': '天赋2→6', '九条裟罗': '天赋2→6', '久岐忍': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/4/44/ks0vzcfd9s8zwiyay74z3dggey784vw.png/60px-%E3%80%8C%E9%A3%8E%E9%9B%85%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png
material351,「风雅」的指引,角色天赋素材,活动获得 合成获得 时间：周二/周五/周日 秘境获得 菫色之庭 精通秘境:初雷幽谷Ⅱ/Ⅲ/Ⅳ（菫色之庭限时开启）,"{'风雅': '', '的哲学': '炼金合成', '旅行者': '雷元素天赋2→3，5→6', '荒泷一斗': '天赋2→6', '神里绫人': '天赋2→6', '神里绫华': '天赋2→6', '九条裟罗': '天赋2→6', '久岐忍': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/4/44/ks0vzcfd9s8zwiyay74z3dggey784vw.png/60px-%E3%80%8C%E9%A3%8E%E9%9B%85%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png
material352,「天光」的指引,角色天赋素材,活动获得 合成获得 时间：周三/周六/周日 秘境获得 菫色之庭 精通秘境:真葛废都Ⅱ/Ⅲ/Ⅳ（菫色之庭限时开启）,"{'天光': '', '的哲学': '炼金合成', '旅行者': '雷元素天赋3→4', '八重神子': '天赋2→6', '雷电将军': '天赋2→6', '千织': '天赋2→6', '早柚': '天赋2→6', '五郎': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/7/79/j4oi63ow7wmmt6dxf9d6rr7j3sazi18.png/60px-%E3%80%8C%E5%A4%A9%E5%85%89%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png
material353,「抗争」的指引,角色天赋素材,合成获得 活动获得 忘却之峡 精通秘境:冰封废渊Ⅱ/Ⅲ/Ⅳ（忘却之峡限时开启） 时间：周二/周五/周日 秘境获得,"{'抗争': '', '的哲学': '炼金合成', '旅行者': '风元素天赋2→3，5→6；岩元素天赋一2→3，5→6', '莫娜': '天赋2→6', '琴': '天赋2→6', '优菈': '天赋2→6', '迪卢克': '天赋2→6', '班尼特': '天赋2→6', '雷泽': '天赋2→6', '诺艾尔': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/5/5c/7g79n8we6f0hkyf7qs6domm25x2nmq5.png/60px-%E3%80%8C%E6%8A%97%E4%BA%89%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png.jpeg
material354,「黄金」的指引,角色天赋素材,合成获得 活动获得 太山府 精通秘境:焚尽之环Ⅱ/Ⅲ/Ⅳ（太山府限时开启） 时间：周三/周六/周日 秘境获得,"{'黄金': '', '的哲学': '炼金合成', '旅行者': '岩元素天赋二三3→4', '钟离': '天赋2→6', '白术': '天赋2→6', '闲云': '天赋2→6', '行秋': '天赋2→6', '辛焱': '天赋2→6', '烟绯': '天赋2→6', '北斗': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/d/d8/sq18j94cd5l4o2wgiy5qps7qu9nkzrm.png/60px-%E3%80%8C%E9%BB%84%E9%87%91%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png.jpeg
material355,「繁荣」的指引,角色天赋素材,合成获得 活动获得 太山府 精通秘境:炽炎祭场Ⅱ/Ⅲ/Ⅳ（太山府限时开启） 时间：周一/周四/周日 秘境获得,"{'繁荣': '', '的哲学': '炼金合成', '旅行者': '岩元素天赋二三4→5', '申鹤': '天赋2→6', '魈': '天赋2→6', '刻晴': '天赋2→6', '七七': '天赋2→6', '夜兰': '天赋2→6', '嘉明': '天赋2→6', '凝光': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/3/31/lcuokq6rht82ueto8edggz6cko056ir.png/60px-%E3%80%8C%E7%B9%81%E8%8D%A3%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png.jpeg
material356,「自由」的指引,角色天赋素材,合成获得 活动获得 忘却之峡 精通秘境:霜凝祭坛Ⅱ/Ⅲ/Ⅳ(忘却之峡限时开启) 时间：周一/周四/周日,"{'自由': '', '的哲学': '炼金合成', '旅行者': '风元素天赋4→5；岩元素天赋一4→5', '达达利亚': '天赋2→6', '可莉': '天赋2→6', '埃洛伊': '天赋2→6', '芭芭拉': '天赋2→6', '砂糖': '天赋2→6', '迪奥娜': '天赋2→6', '安柏': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/a/ac/kd1jm721wxpr28xc3zjwdcx1tmjq24p.png/60px-%E3%80%8C%E8%87%AA%E7%94%B1%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png.jpeg
material357,「诗文」的指引,角色天赋素材,合成获得 活动获得 忘却之峡 精通秘境:沉睡之国Ⅱ/Ⅲ/Ⅳ（忘却之峡限时开启） 时间：周三/周六/周日 秘境获得,"{'诗文': '', '的哲学': '炼金合成', '旅行者': '风元素天赋3→4；岩元素天赋一3→4', '温迪': '天赋2→6', '杜林': '天赋2→6', '阿贝多': '天赋2→6', '米卡': '天赋2→6', '凯亚': '天赋2→6', '塔利雅': '天赋2→6', '菲谢尔': '天赋2→6', '罗莎莉亚': '天赋2→6', '丽莎': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/9/9b/rwsv2s1yl6cowlkfy0kq1fgh669biyr.png/60px-%E3%80%8C%E8%AF%97%E6%96%87%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png.jpeg
material358,「勤劳」的指引,角色天赋素材,合成获得 活动获得 太山府 精通秘境:深炎之底Ⅱ/Ⅲ/Ⅳ（太山府限时开启） 时间：周二/周五/周日 秘境获得,"{'勤劳': '', '的哲学': '炼金合成', '旅行者': '岩元素天赋二三2→3，5→6', '甘雨': '天赋2→6', '枫原万叶': '天赋2→6', '胡桃': '天赋2→6', '云堇': '天赋2→6', '重云': '天赋2→6', '瑶瑶': '天赋2→6', '香菱': '天赋2→6', '蓝砚': '天赋2→6'}",https://patchwiki.biligame.com/images/ys/thumb/5/5e/o83nqhp34plrpdc33re1wa9t4ez72cc.png/60px-%E3%80%8C%E5%8B%A4%E5%8A%B3%E3%80%8D%E7%9A%84%E6%8C%87%E5%BC%95.png.jpeg
material359,生长碧翡断片,角色突破素材,周常BOSS掉落 合成获得 BOSS掉落 40级以上BOSS掉落 40级以上（草）周刷BOSS挑战奖励,"{'生长碧翡块': '炼金合成', '菈乌玛': '40/50级突破', '艾尔海森': '40/50级突破', '白术': '40/50级突破', '奈芙尔': '40/50级突破', '提纳里': '40/50级突破', '基尼奇': '40/50级突破', '纳西妲': '40/50级突破', '艾梅莉埃': '40/50级突破', '卡维': '40/50级突破', '绮良良': '40/50级突破', '柯莱': '40/50级突破', '瑶瑶': '40/50级突破'}",https://patchwiki.biligame.com/images/ys/thumb/7/7e/f8oot9rryemeqjfrj1y1q0o3l22rtr3.png/60px-%E7%94%9F%E9%95%BF%E7%A2%A7%E7%BF%A1%E6%96%AD%E7%89%87.png
material360,涤净青金断片,角色突破素材,合成获得 BOSS掉落 40级以上BOSS掉落 周常BOSS掉落 40级以上（水）周刷BOSS挑战奖励,"{'涤净青金块': '炼金合成', '那维莱特': '40/50级突破', '珊瑚宫心海': '40/50级突破', '哥伦比娅': '40/50级突破', '芙宁娜': '40/50级突破', '神里绫人': '40/50级突破', '希格雯': '40/50级突破', '夜兰': '40/50级突破', '玛拉妮': '40/50级突破', '妮露': '40/50级突破', '莫娜': '40/50级突破', '达达利亚': '40/50级突破', '爱诺': '40/50级突破', '芭芭拉': '40/50级突破', '行秋': '40/50级突破', '塔利雅': '40/50级突破', '坎蒂丝': '40/50级突破'}",https://patchwiki.biligame.com/images/ys/thumb/4/4b/nrdbtxkesadenfsfndpdtz314yz5srw.png/60px-%E6%B6%A4%E5%87%80%E9%9D%92%E9%87%91%E6%96%AD%E7%89%87.png
material361,璀璨原钻断片,角色突破素材,冒险等阶奖励,{'旅行者': '40/50级突破'},https://patchwiki.biligame.com/images/ys/thumb/9/91/dsfcj5td8krd5khp98ev4u1m8v9t4gf.png/60px-%E7%92%80%E7%92%A8%E5%8E%9F%E9%92%BB%E6%96%AD%E7%89%87.png
material362,坚牢黄玉断片,角色突破素材,合成获得 周常BOSS掉落 BOSS掉落 40级以上BOSS掉落 40级以上（岩）周刷BOSS挑战奖励,"{'坚牢黄玉块': '炼金合成', '希诺宁': '40/50级突破', '荒泷一斗': '40/50级突破', '娜维娅': '40/50级突破', '钟离': '40/50级突破', '千织': '40/50级突破', '阿贝多': '40/50级突破', '桑多涅': '40/50级突破', '五郎': '40/50级突破', '诺艾尔': '40/50级突破', '凝光': '40/50级突破', '卡齐娜': '40/50级突破', '云堇': '40/50级突破'}",https://patchwiki.biligame.com/images/ys/thumb/a/a5/42411cdsl4a5fvn9l3eontkmst59c8m.png/60px-%E5%9D%9A%E7%89%A2%E9%BB%84%E7%8E%89%E6%96%AD%E7%89%87.png
material363,自在松石断片,角色突破素材,周常BOSS掉落 合成获得 BOSS掉落 40级以上BOSS掉落 40级以上（风）周刷BOSS挑战奖励,"{'自在松石块': '炼金合成', '魈': '40/50级突破', '梦见月瑞希': '40/50级突破', '闲云': '40/50级突破', '枫原万叶': '40/50级突破', '法尔伽': '40/50级突破', '琴': '40/50级突破', '恰斯卡': '40/50级突破', '温迪': '40/50级突破', '流浪者': '40/50级突破', '珐露珊': '40/50级突破', '砂糖': '40/50级突破', '伊法': '40/50级突破', '琳妮特': '40/50级突破', '早柚': '40/50级突破', '雅珂达': '40/50级突破', '鹿野院平藏': '40/50级突破', '蓝砚': '40/50级突破'}",https://patchwiki.biligame.com/images/ys/thumb/e/ea/d3men7qbqha6qd2lfaj38xlpql8jla3.png/60px-%E8%87%AA%E5%9C%A8%E6%9D%BE%E7%9F%B3%E6%96%AD%E7%89%87.png
material364,哀叙冰玉断片,角色突破素材,合成获得 周常BOSS掉落 BOSS掉落 40级以上BOSS掉落 40级以上（冰）周刷BOSS挑战奖励,"{'哀叙冰玉块': '炼金合成', '神里绫华': '40/50级突破', '丝柯克': '40/50级突破', '优菈': '40/50级突破', '七七': '40/50级突破', '埃洛伊': '40/50级突破', '莱欧斯利': '40/50级突破', '申鹤': '40/50级突破', '茜特菈莉': '40/50级突破', '甘雨': '40/50级突破', '爱可菲': '40/50级突破', '重云': '40/50级突破', '夏洛蒂': '40/50级突破', '菲米尼': '40/50级突破', '迪奥娜': '40/50级突破', '罗莎莉亚': '40/50级突破', '莱依拉': '40/50级突破', '凯亚': '40/50级突破', '米卡': '40/50级突破'}",https://patchwiki.biligame.com/images/ys/thumb/5/5d/fjop1axarovv6u63kg5o9wuq5o2mtqh.png/60px-%E5%93%80%E5%8F%99%E5%86%B0%E7%8E%89%E6%96%AD%E7%89%87.png
material365,最胜紫晶断片,角色突破素材,周常BOSS掉落 合成获得 BOSS掉落 40级以上BOSS掉落 40级以上（雷）周刷BOSS挑战奖励,"{'最胜紫晶块': '炼金合成', '赛诺': '40/50级突破', '刻晴': '40/50级突破', '瓦雷莎': '40/50级突破', '八重神子': '40/50级突破', '伊涅芙': '40/50级突破', '菲林斯': '40/50级突破', '克洛琳德': '40/50级突破', '雷电将军': '40/50级突破', '欧洛伦': '40/50级突破', '多莉': '40/50级突破', '北斗': '40/50级突破', '伊安珊': '40/50级突破', '九条裟罗': '40/50级突破', '丽莎': '40/50级突破', '雷泽': '40/50级突破', '赛索斯': '40/50级突破', '久岐忍': '40/50级突破', '菲谢尔': '40/50级突破'}",https://patchwiki.biligame.com/images/ys/thumb/9/9f/5q5rutclf90bf6hjebx1prykxmc4umn.png/60px-%E6%9C%80%E8%83%9C%E7%B4%AB%E6%99%B6%E6%96%AD%E7%89%87.png
